Módulo atual,Faltas Consecutivas,Histórico de reprovações,Histórico de Recuperação,Historico de Reprovado por Falta (disciplinas),Idade,Sexo (código),Pend. Acad.,Possui Pendência Financeira,Bolsista,Antecipou Parcela
0,0,0,0,0,34,1,0,0,0,0
4,11,0,0,4,29,1,0,1,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
4,0,0,0,4,41,1,0,1,0,0
0,0,0,0,0,24,1,0,0,0,0
1,0,0,0,0,20,0,0,0,0,0
0,0,0,0,0,63,1,0,0,0,0
3,0,0,0,3,25,1,0,1,0,0
0,0,0,0,0,23,0,0,0,0,0
4,0,0,1,2,54,1,0,1,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,0,0,25,0,0,0,0,0
0,0,0,0,0,22,0,0,0,0,0
4,15,0,1,4,38,1,0,1,0,0
4,0,0,0,4,22,1,0,1,0,0
4,12,0,0,4,24,1,0,1,0,0
2,11,0,0,3,25,1,0,1,0,0
1,0,0,0,1,36,1,0,0,0,0
3,2,0,0,2,31,0,0,1,0,0
4,2,0,0,1,21,1,0,1,0,0
0,0,0,0,0,40,1,0,0,0,0
0,0,0,0,0,32,1,0,0,0,0
4,4,0,0,2,21,1,0,1,0,0
0,8,0,0,0,29,1,0,0,0,0
4,11,0,1,3,26,0,0,1,0,0
3,3,0,0,2,22,1,0,1,0,0
1,0,0,0,0,33,0,0,0,0,0
4,0,0,1,1,41,1,0,1,0,0
4,2,0,0,3,32,1,0,1,0,0
0,0,0,0,0,20,1,0,0,0,0
0,0,0,0,0,44,1,0,0,0,0
3,3,0,0,2,21,1,0,1,0,0
3,0,0,1,6,22,1,0,1,0,0
4,0,0,1,4,22,1,0,1,0,0
3,0,0,1,4,31,1,0,1,0,0
0,0,0,0,0,44,1,0,0,0,0
3,10,0,0,6,21,1,0,1,0,0
4,3,1,0,1,33,1,0,1,0,0
3,13,0,0,3,31,1,0,1,0,0
0,3,0,0,0,42,1,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
1,0,0,0,0,22,1,0,0,0,0
4,13,0,1,2,21,1,0,1,0,0
4,13,0,1,1,44,1,0,1,0,0
4,13,0,0,2,20,1,0,1,0,0
4,0,0,1,1,23,0,0,1,0,0
0,0,0,0,0,48,1,0,0,0,0
3,13,0,0,6,23,1,0,1,0,0
4,1,1,1,1,24,1,0,1,0,0
0,12,0,0,0,17,1,0,0,0,0
1,0,0,0,0,18,0,0,0,0,0
4,0,0,0,3,33,0,0,1,0,0
1,0,0,0,0,41,1,0,0,0,0
0,3,0,0,0,27,1,0,0,0,0
4,0,0,0,2,34,1,0,1,0,0
4,0,0,0,1,25,1,0,1,0,0
4,5,0,1,2,21,1,0,1,0,0
3,11,0,0,5,24,1,0,1,0,0
3,13,0,0,4,27,1,0,1,0,0
4,13,0,0,3,39,1,0,1,0,0
1,18,0,0,3,21,0,0,0,0,0
1,5,0,0,0,36,1,0,0,0,0
1,12,0,0,0,23,1,0,0,0,0
4,13,0,1,2,21,1,0,1,0,0
4,12,0,1,2,39,1,0,1,0,0
4,13,0,0,3,21,1,0,1,0,0
0,0,0,0,0,23,1,0,0,0,0
3,3,0,0,2,37,1,0,1,0,0
4,12,0,0,3,21,1,0,1,0,0
3,5,0,0,2,32,1,0,0,0,0
4,13,0,0,2,25,1,0,1,0,0
4,0,0,0,3,2,1,0,1,0,0
0,1,0,0,0,30,1,0,0,0,0
4,4,0,0,2,37,1,0,1,0,0
4,4,0,0,2,23,1,0,1,0,0
4,14,0,0,3,26,1,0,1,0,0
4,12,0,0,2,20,1,0,1,0,0
1,1,0,0,0,27,1,0,0,0,0
0,3,0,0,0,22,0,0,0,0,0
0,3,0,0,0,24,1,0,0,0,0
4,5,0,0,2,46,1,0,1,0,0
1,26,0,0,0,36,1,0,0,0,0
4,0,0,1,1,40,1,0,1,0,0
0,0,0,0,0,21,1,0,0,0,0
3,13,0,0,4,23,1,0,1,0,0
1,0,0,0,0,41,1,0,0,0,0
4,2,0,2,2,42,1,0,1,0,0
1,2,0,0,1,25,1,0,0,0,0
4,0,0,1,2,31,0,0,1,0,0
3,3,0,0,2,26,1,0,1,0,0
0,0,0,0,0,38,1,0,0,0,0
3,13,0,0,4,22,1,0,1,0,0
4,11,0,2,3,31,0,0,1,0,0
3,0,0,0,4,36,1,0,1,0,0
3,13,0,0,4,24,0,0,1,0,0
4,13,0,0,2,34,1,0,1,0,0
4,13,0,0,2,67,1,0,1,0,0
4,12,0,0,4,24,1,0,1,0,0
1,0,0,0,0,29,0,0,0,0,0
3,4,0,0,2,23,1,0,1,0,0
0,0,0,0,0,33,1,0,0,0,0
4,0,0,0,3,5,0,0,1,0,0
4,11,0,0,6,19,1,0,1,0,0
4,11,0,0,3,24,1,0,1,0,0
4,0,0,0,0,25,1,0,1,0,0
3,13,0,0,4,41,1,0,1,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,0,0,0,20,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,4,0,0,0,21,1,0,0,0,0
3,10,0,0,3,23,1,0,1,0,0
3,11,0,0,6,29,0,0,1,0,0
0,4,0,0,0,21,1,0,0,0,0
2,3,0,0,0,38,1,0,0,0,0
0,0,0,0,0,41,1,0,0,0,0
4,5,0,0,2,28,1,0,1,0,0
0,0,0,0,0,37,1,0,0,0,0
3,4,0,0,1,30,0,0,1,0,0
0,0,0,0,0,34,1,0,0,0,0
4,3,0,0,2,28,0,0,1,0,0
1,6,0,0,0,22,1,0,0,0,0
0,4,0,0,0,25,1,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
1,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,34,1,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,0,20,1,0,0,0,0
4,4,0,0,2,19,1,0,1,0,0
3,4,0,0,3,25,1,0,1,0,0
0,0,0,0,0,23,1,0,0,0,0
0,7,0,0,0,44,1,0,0,0,0
3,11,0,0,2,21,1,0,1,0,0
0,7,0,0,0,43,1,0,0,0,0
3,0,0,0,3,28,0,0,1,0,0
3,10,0,0,4,46,1,0,1,0,0
3,4,0,0,2,17,1,0,1,0,0
3,4,0,0,3,30,1,0,1,0,0
0,0,0,0,0,39,1,0,0,0,0
3,4,0,0,2,25,1,0,1,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,0,0,26,0,0,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,1,0,0,0,28,1,0,0,0,0
0,0,1,0,0,24,1,0,0,0,0
0,0,0,0,0,46,1,0,0,0,0
0,0,0,0,14,33,1,0,1,0,0
0,0,0,0,0,36,1,0,0,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,0,37,1,0,0,0,0
0,0,0,0,0,27,0,0,0,0,0
0,0,0,0,0,24,0,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,0,37,1,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,0,27,0,0,0,0,0
0,0,0,0,0,26,0,0,0,0,0
0,0,0,0,0,26,0,0,0,0,0
0,0,0,0,0,38,0,0,0,0,0
0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,33,1,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,1,0,0,26,1,0,0,0,0
0,0,0,0,16,31,1,0,1,0,0
4,13,0,0,1,33,1,1,1,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,0,24,0,0,0,0,0
0,0,0,0,0,41,1,0,0,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,14,22,1,0,1,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,1,0,0,24,1,0,0,0,0
0,0,0,0,0,30,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,12,23,1,0,1,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,45,0,0,0,0,0
0,0,0,0,12,32,1,0,1,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,14,45,1,0,1,0,0
0,0,0,0,0,47,1,0,0,0,0
0,0,0,0,0,46,0,0,0,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,4,1,2,21,1,0,1,0,0
0,0,0,0,0,34,0,0,0,0,0
0,0,0,0,0,44,0,0,0,0,0
0,0,0,0,14,29,1,0,1,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,3,27,1,1,0,0,0
0,0,0,0,0,32,0,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,33,1,0,0,0,0
0,0,0,1,15,43,0,0,1,0,0
0,0,0,1,16,23,1,0,1,0,0
0,0,0,0,16,22,1,0,1,0,0
0,0,0,0,0,20,1,0,0,0,0
0,0,1,2,4,24,1,0,1,0,0
0,0,0,0,0,20,1,0,0,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,0,3,22,1,0,0,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,0,0,0,30,1,0,0,0,0
0,0,0,0,0,33,1,0,0,0,0
0,0,0,0,15,32,0,0,1,0,0
0,0,0,0,0,20,0,0,0,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,1,0,1,36,1,0,0,0,0
0,0,0,0,13,35,1,0,1,0,0
0,14,0,1,9,25,1,0,1,0,0
0,0,0,0,0,25,0,0,0,0,0
0,0,1,1,14,23,1,0,1,0,0
0,0,0,0,0,24,0,0,0,0,0
0,0,0,0,1,23,1,0,0,0,0
0,0,0,0,0,30,1,0,0,0,0
0,0,0,0,0,34,0,0,0,0,0
0,0,0,0,0,31,0,0,0,0,0
0,0,0,0,13,29,1,0,1,0,0
0,0,0,0,0,30,1,0,0,0,0
0,0,0,0,0,30,0,0,0,0,0
0,0,0,0,1,22,0,0,0,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,0,1,23,1,0,0,0,0
0,0,0,0,1,22,1,0,0,0,0
0,0,0,0,14,21,1,0,1,0,0
0,0,0,0,13,37,1,0,1,0,0
0,0,1,0,8,33,1,0,1,0,0
0,0,1,1,3,26,1,0,1,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,0,0,40,1,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,30,0,0,0,0,0
0,0,0,0,0,23,0,0,0,0,0
0,0,0,0,14,22,1,0,1,0,0
0,0,0,0,14,26,1,0,1,0,0
0,23,0,1,6,26,1,0,1,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,0,51,1,0,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,20,0,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,5,23,1,0,1,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,0,25,0,0,0,0,0
0,0,0,0,0,21,1,0,0,0,0
0,5,0,0,4,24,1,0,1,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,1,22,1,0,0,0,0
0,0,0,0,0,33,0,0,0,0,0
0,0,0,0,0,24,0,0,0,0,0
0,13,0,0,4,22,1,0,1,0,0
0,0,0,0,0,30,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,1,0,0,22,1,0,0,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,54,1,0,0,0,0
0,0,0,0,0,24,0,0,0,0,0
0,0,1,0,3,26,1,0,1,0,0
0,2,0,0,1,26,0,0,0,0,0
0,5,0,0,3,23,1,0,1,0,0
0,1,0,0,0,22,1,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,21,0,0,0,0,0
1,0,0,0,0,23,1,0,0,0,0
0,0,0,0,0,22,1,1,1,0,0
0,0,0,0,0,25,1,1,0,1,0
0,0,1,0,0,22,0,1,0,1,0
0,0,0,0,0,37,1,0,0,1,0
0,3,0,0,0,32,1,0,0,0,0
4,0,0,0,2,21,1,1,0,0,0
4,0,0,0,3,2,1,0,1,0,0
4,0,0,0,2,24,1,0,1,0,0
0,0,0,0,0,44,1,0,0,0,0
0,4,0,0,0,37,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
4,4,0,0,4,18,1,0,1,0,0
0,0,0,0,0,44,1,0,0,0,0
0,0,0,0,0,35,1,0,0,0,0
4,4,0,0,4,27,0,0,1,0,0
4,12,0,1,5,26,1,0,1,0,0
0,0,0,0,0,27,1,0,0,0,0
4,4,0,0,4,22,1,0,0,1,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,35,0,0,0,0,0
0,0,0,0,16,32,1,0,1,0,0
0,0,0,0,15,27,1,0,0,0,0
0,0,0,0,16,27,0,0,1,0,0
0,0,0,0,0,44,0,0,0,0,0
0,0,0,0,0,29,0,0,0,0,0
0,0,0,1,0,23,0,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,53,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,1,39,1,0,0,0,0
0,0,0,0,0,36,1,0,0,0,0
0,0,0,0,0,35,1,0,0,0,0
0,0,0,0,0,47,1,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,1,0,1,29,0,0,0,0,0
0,0,0,0,0,25,0,0,0,0,0
0,0,0,0,0,25,0,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,40,1,0,0,0,0
0,0,0,0,0,46,1,0,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,43,1,0,0,0,0
0,0,0,0,17,36,1,0,1,0,0
0,0,0,0,0,34,0,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,16,40,0,0,1,0,0
0,0,0,0,0,31,0,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,30,1,0,0,0,0
0,0,0,0,1,31,1,0,0,0,0
0,0,0,0,0,40,1,0,0,0,0
0,0,0,0,0,40,1,0,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,44,0,0,0,0,0
0,0,0,0,17,23,0,0,1,0,0
0,0,0,0,1,28,1,0,1,0,0
0,0,0,0,0,52,1,0,0,0,0
0,0,0,0,0,28,0,0,0,0,0
0,0,0,0,0,27,0,0,0,0,0
0,0,0,0,0,32,0,0,0,0,0
0,0,0,0,0,31,0,0,0,0,0
4,0,2,2,3,28,0,1,0,0,0
0,0,0,0,18,46,0,0,1,0,0
0,18,0,0,7,42,0,0,1,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,1,1,15,31,0,0,1,0,0
0,0,0,0,0,43,1,0,0,0,0
0,0,0,0,0,28,0,0,0,0,0
0,0,0,0,1,25,1,0,0,0,0
0,0,0,0,0,40,1,0,0,0,0
0,0,0,0,0,52,1,0,0,0,0
0,0,0,0,16,34,0,0,1,0,0
1,0,0,0,1,36,0,0,0,0,0
0,0,0,0,0,34,0,0,0,0,0
0,0,0,0,0,42,1,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,28,0,0,0,0,0
0,0,0,0,0,25,0,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,0,0,0,33,0,0,0,0,0
0,0,0,1,0,27,1,0,0,0,0
4,0,3,0,0,26,0,1,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,16,31,1,0,1,0,0
0,0,0,0,0,36,0,0,1,0,0
0,0,0,0,14,33,0,0,1,0,0
0,0,0,0,0,44,1,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,1,16,35,1,0,1,0,0
0,0,0,0,0,36,0,0,0,0,0
4,0,1,0,1,29,1,1,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,0,37,1,0,0,0,0
0,0,0,1,1,44,1,1,0,0,0
0,0,0,0,15,41,0,0,1,0,0
0,0,0,0,0,33,0,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
4,0,0,0,3,36,1,1,0,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,0,0,0,35,1,0,0,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,0,0,14,50,0,0,1,0,0
0,0,0,0,0,27,0,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,14,30,1,0,1,0,0
0,1,0,0,0,30,1,0,0,0,0
0,0,0,0,15,45,0,0,1,0,0
0,0,0,0,0,30,0,0,0,0,0
0,0,0,2,14,29,1,0,1,0,0
0,0,0,1,9,26,1,0,1,0,0
0,0,0,1,13,30,0,0,1,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,0,0,0,39,0,0,0,0,0
0,0,0,0,0,30,0,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,0,0,0,44,1,0,0,0,0
0,0,0,0,2,24,1,0,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,46,0,0,0,0,0
0,0,0,0,0,42,0,0,0,0,0
0,0,0,0,0,46,0,0,0,0,0
0,0,0,0,0,48,1,0,0,0,0
0,0,0,0,0,47,1,0,0,0,0
0,0,0,0,5,39,1,0,1,0,0
0,0,0,0,0,53,1,0,0,0,0
0,0,0,0,17,29,1,0,1,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,20,29,1,0,1,0,0
0,0,0,0,0,27,0,0,0,0,0
0,0,0,0,17,29,1,0,1,0,0
0,0,0,0,0,32,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,1,27,0,0,0,0,0
0,0,0,0,16,33,0,0,1,0,0
0,0,0,1,8,24,1,0,1,0,0
0,0,0,0,15,32,0,0,1,0,0
0,0,0,0,0,38,1,0,0,0,0
0,18,0,0,0,46,1,0,0,0,0
0,0,0,0,14,33,0,0,1,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,0,37,1,0,0,0,0
0,0,0,0,0,49,0,0,0,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,0,45,0,0,0,0,0
1,0,0,0,0,24,1,0,0,0,0
0,0,0,1,13,26,0,0,1,0,0
0,0,0,0,0,49,1,0,0,0,0
0,0,0,0,0,45,1,0,0,0,0
0,0,0,0,1,23,1,0,0,0,0
0,0,0,0,0,41,1,0,0,0,0
0,0,0,3,5,23,1,0,1,0,0
0,0,0,0,3,26,0,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,13,25,1,0,1,0,0
0,0,0,0,0,25,1,0,0,0,0
0,0,0,0,0,41,1,0,0,0,0
0,0,0,0,0,23,1,0,0,0,0
0,5,0,1,0,22,0,0,0,0,0
0,0,0,1,12,28,0,0,1,0,0
0,0,0,0,0,43,1,0,0,0,0
0,0,0,0,12,37,1,0,1,0,0
0,13,0,1,10,42,1,0,1,0,0
0,0,0,0,0,29,0,0,0,0,0
0,0,0,1,13,32,1,0,1,0,0
0,0,0,0,0,29,0,0,0,0,0
0,0,0,0,14,29,1,0,1,0,0
0,0,0,0,0,25,0,0,0,0,0
0,0,0,0,15,48,1,0,1,0,0
0,0,0,0,1,25,0,0,0,0,0
4,1,0,0,9,39,1,1,1,0,0
0,0,0,1,15,37,1,0,1,0,0
0,0,0,0,0,50,0,0,0,0,0
0,0,0,0,0,36,1,0,0,0,0
0,0,0,0,7,30,0,0,1,0,0
0,0,0,0,6,39,0,0,1,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,25,0,0,0,0,0
0,0,0,0,0,26,0,0,0,0,0
0,0,0,0,0,43,1,0,0,0,0
0,0,0,0,0,42,1,0,0,0,0
0,0,0,0,5,41,0,0,1,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,7,33,1,0,1,0,0
0,0,0,0,0,25,0,0,0,0,0
0,0,0,0,0,37,1,0,0,0,0
0,0,0,0,1,35,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,39,1,0,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,25,0,0,0,0,0
0,0,0,0,1,37,1,0,0,0,0
0,0,0,0,0,31,1,0,0,0,0
0,30,0,1,7,27,0,0,1,0,0
0,9,0,0,1,49,1,0,0,0,0
4,7,0,2,6,25,1,0,1,0,0
0,0,0,0,0,34,1,0,0,0,0
0,0,0,0,0,39,1,0,1,0,0
0,0,0,0,6,29,1,0,1,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,5,31,0,0,1,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,54,1,0,0,0,0
0,0,0,0,8,22,0,0,1,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,0,0,0,39,1,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,0,41,1,0,0,0,0
0,1,0,0,0,22,1,0,0,0,0
0,0,0,0,4,46,1,0,1,0,0
0,0,0,0,0,33,1,0,0,0,0
0,0,0,0,0,22,0,0,0,0,0
0,0,0,0,0,45,0,0,0,0,0
0,41,0,0,4,21,0,0,1,0,0
0,0,0,0,1,31,1,0,0,0,0
0,0,0,0,4,21,0,1,0,0,0
0,13,0,0,5,26,0,0,1,0,0
0,21,0,0,4,27,0,0,1,0,0
0,0,1,2,0,25,1,1,0,0,0
0,13,0,0,9,62,1,0,1,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,0,0,23,1,0,0,0,0
0,0,2,0,1,25,1,1,0,0,0
0,15,0,0,10,24,0,0,1,0,0
0,15,0,0,10,21,1,0,1,0,0
0,0,0,0,0,26,1,0,0,0,0
0,15,0,0,10,46,1,0,1,0,0
0,12,0,0,11,20,1,0,1,0,0
4,0,0,0,5,27,1,0,1,0,0
2,7,0,0,0,22,0,0,0,0,0
0,0,0,0,2,37,1,1,0,0,0
0,0,0,0,0,23,1,0,0,0,0
0,8,0,0,1,39,0,0,0,0,0
0,13,0,0,3,23,1,0,1,0,0
0,0,0,0,0,21,0,0,0,0,0
0,13,0,0,12,40,1,0,1,0,0
0,0,0,0,0,25,1,0,0,0,0
0,3,0,0,1,27,1,0,0,0,0
0,13,0,0,11,23,0,0,1,0,0
0,0,0,0,0,30,1,0,0,0,0
0,3,0,0,0,21,0,0,0,0,0
0,0,0,0,0,30,0,0,0,0,0
0,0,0,0,0,24,1,0,0,0,0
0,0,0,0,0,43,0,0,0,0,0
0,0,0,0,0,39,1,0,0,0,0
4,0,0,1,7,29,1,0,1,0,0
0,0,0,0,0,23,0,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,36,0,0,0,0,0
0,0,0,0,0,41,1,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
4,0,0,0,5,31,1,0,1,0,0
4,4,1,0,6,24,1,0,1,0,0
1,5,0,0,1,28,1,0,0,0,0
0,0,0,0,0,54,1,0,0,0,0
0,0,0,0,7,29,1,0,1,0,0
0,0,0,0,0,42,1,0,0,0,0
0,2,0,0,2,22,1,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,34,1,0,0,0,0
0,0,0,0,0,45,1,0,0,0,0
0,0,1,0,2,37,0,1,0,0,0
0,0,0,0,0,26,0,0,0,0,0
0,0,0,0,0,24,0,0,0,0,0
0,0,0,0,0,26,0,0,0,0,0
0,0,0,0,0,27,0,0,0,0,0
0,0,0,0,0,37,1,0,0,0,0
0,0,0,0,0,38,1,0,0,0,0
0,0,0,0,0,20,1,0,0,0,0
0,0,0,0,0,29,1,0,0,0,0
0,0,0,0,0,21,1,0,0,0,0
0,0,0,0,0,22,0,0,0,0,0
4,13,0,0,6,26,1,0,1,0,0
0,0,0,0,0,44,1,0,0,0,0
0,0,0,0,0,42,1,0,0,0,0
4,9,0,0,7,29,1,0,1,0,0
4,1,0,0,0,22,1,0,0,0,0
0,0,0,0,0,39,1,0,0,0,0
4,13,0,0,8,29,1,0,1,0,0
0,0,0,0,0,34,1,0,0,0,0
4,13,0,1,5,35,1,0,1,0,0
0,4,0,0,1,21,1,0,0,0,0
4,16,0,0,4,38,1,0,1,0,0
0,0,0,0,0,39,1,0,0,0,0
4,5,0,0,6,32,0,0,1,0,0
4,13,0,1,5,25,1,0,1,0,0
0,0,0,0,0,22,1,0,0,0,0
4,1,0,0,6,39,0,0,1,0,0
4,13,0,0,5,39,0,0,1,0,0
4,13,0,0,5,26,0,0,1,0,0
1,0,0,0,0,38,0,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,2,0,0,0,32,1,0,0,0,0
0,0,0,0,0,30,0,0,0,0,0
4,13,0,0,6,22,0,0,1,0,0
4,0,0,1,5,25,0,0,1,0,0
0,0,0,0,0,39,1,0,0,0,0
1,0,0,0,0,43,0,0,0,0,0
0,0,0,0,0,39,0,0,0,0,0
1,0,0,0,1,20,1,0,0,0,0
0,0,0,0,0,22,1,0,0,0,0
0,0,0,0,0,29,0,0,0,0,0
0,0,0,0,0,23,0,0,0,0,0
4,0,0,0,5,23,1,0,1,0,0
4,3,0,0,0,21,1,0,0,0,0
4,5,0,0,5,29,1,0,1,0,0
4,5,0,0,5,30,1,0,1,0,0
0,4,0,0,0,23,1,0,0,0,0
4,12,0,0,4,34,1,0,1,0,0
1,0,0,0,0,56,1,0,0,0,0
0,0,0,0,0,33,1,0,0,0,0
0,1,1,0,1,23,0,1,0,0,0
4,13,0,0,5,41,1,0,1,0,0
1,0,0,0,1,23,1,0,0,0,0
4,0,0,0,6,33,1,0,1,0,0
4,11,0,0,3,20,1,0,1,0,0
4,12,0,0,6,26,0,0,1,0,0
4,5,0,0,5,27,1,0,1,0,0
0,0,0,0,0,39,1,0,0,0,0
4,5,0,0,5,24,1,0,1,0,0
4,8,0,0,6,24,1,0,1,0,0
1,0,0,0,0,28,1,0,0,0,0
1,1,0,0,0,26,1,0,0,0,0
0,0,0,0,0,20,1,0,0,0,0
4,3,0,0,2,43,1,0,1,0,0
0,0,0,0,0,31,1,0,0,0,0
0,0,0,0,0,20,1,0,0,0,0
0,4,0,0,0,28,1,0,0,0,0
0,0,0,0,0,28,0,0,0,0,0
0,0,0,0,0,26,0,0,0,0,0
0,2,0,0,0,26,0,0,0,0,0
1,11,0,0,1,38,1,0,0,0,0
4,11,0,0,4,27,0,0,1,0,0
4,4,0,0,2,37,1,0,1,0,0
0,0,0,0,0,35,1,0,0,0,0
0,0,0,0,0,28,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,54,1,0,0,0,0
0,0,0,0,0,25,0,0,0,0,0
0,0,0,0,3,26,0,0,0,0,0
0,0,0,0,0,30,0,0,0,0,0
0,0,0,0,0,26,1,0,0,0,0
0,0,0,0,0,27,1,0,0,0,0
0,0,0,0,0,44,1,0,0,0,0
